"240,0.042910099029541"
"480,0.0578460693359375"
"720,0.0648260116577148"
"960,0.0478739738464355"
"1200,0.175507068634033"
"1440,0.0598399639129639"
"1680,0.0473799705505371"
"1920,0.0688161849975586"
"2160,0.0593459606170654"
"2400,0.0463840961456299"
"2640,0.0648319721221924"
"2880,0.0588428974151611"
"3120,0.0647990703582764"
"3360,0.0508649349212646"
"3600,0.0787899494171143"
"3840,0.0608351230621338"
"4080,0.0663130283355713"
"4320,0.0538561344146729"
"4560,0.0947461128234863"
"4800,0.0829219818115234"
"5040,0.0758249759674072"
