"240,0.975538170861165"
"480,0.974939614539946"
"720,0.971784397686403"
"960,0.974986996127095"
"1200,0.969939185112308"
"1440,0.97610537118522"
"1680,0.983768214400405"
"1920,0.983674644325919"
"2160,0.978722045979637"
"2400,0.979509200035516"
"2640,0.981662448088196"
"2880,0.979154888114419"
"3120,0.97329776299094"
"3360,0.980338469824825"
"3600,0.978423412760059"
"3840,0.982879098572534"
"4080,0.977194995853919"
"4320,0.980230385509207"
"4560,0.979736821248003"
"4800,0.9795116685792"
"5040,0.982668883059501"
