"240,0.0339088439941406"
"480,0.0608420372009277"
"720,0.0538318157196045"
"960,0.0319149494171143"
"1200,0.0299510955810547"
"1440,0.0568771362304688"
"1680,0.0199408531188965"
"1920,0.0538229942321777"
"2160,0.0369300842285156"
"2400,0.0818037986755371"
"2640,0.0389130115509033"
"2880,0.0408861637115479"
"3120,0.032912015914917"
"3360,0.0219399929046631"
"3600,0.0279531478881836"
"3840,0.0299410820007324"
"4080,0.032883882522583"
"4320,0.0339138507843018"
"4560,0.0409190654754639"
"4800,0.0478720664978027"
"5040,0.040891170501709"
