"240,0.757669754604079"
"480,0.771109155278581"
"720,0.772214180320402"
"960,0.7649695943094"
"1200,0.7370384474847"
"1440,0.724132741252302"
"1680,0.773494482036283"
"1920,0.76976019904778"
"2160,0.759725995445789"
"2400,0.76003808485657"
"2640,0.778028942503615"
"2880,0.778303978461194"
"3120,0.765756047256212"
"3360,0.751237600689495"
"3600,0.790485268970062"
"3840,0.741603434957614"
"4080,0.732480593065461"
"4320,0.781282540526768"
"4560,0.764883055363644"
"4800,0.735423032654094"
"5040,0.774984502179258"
