"240,0.0109689235687256"
"480,0.010969877243042"
"720,0.00797915458679199"
"960,0.0109710693359375"
"1200,0.00800704956054688"
"1440,0.00897502899169922"
"1680,0.00797605514526367"
"1920,0.0149590969085693"
"2160,0.00897598266601562"
"2400,0.00897598266601562"
"2640,0.0090029239654541"
"2880,0.00797891616821289"
"3120,0.00797891616821289"
"3360,0.00897598266601562"
"3600,0.00897502899169922"
"3840,0.00897502899169922"
"4080,0.00800299644470215"
"4320,0.00795102119445801"
"4560,0.0109701156616211"
"4800,0.00797891616821289"
"5040,0.0119678974151611"
