"240,0.890766305646236"
"480,0.725285967146349"
"720,0.882602896589783"
"960,0.801859644169616"
"1200,0.800566759278276"
"1440,0.778531612833094"
"1680,0.639372559358162"
"1920,0.731594889908706"
"2160,0.757817799570732"
"2400,0.854536213377235"
"2640,0.744490881024407"
"2880,0.724100480628329"
"3120,0.654826829011947"
"3360,0.755477783765249"
"3600,0.613321471587672"
"3840,0.732394249790896"
"4080,0.713005605730336"
"4320,0.628770457132657"
"4560,0.62202800082891"
"4800,0.664543417880076"
"5040,0.634691110874869"
