"240,0.571910047792502"
"480,0.642556995578412"
"720,0.637393611054146"
"960,0.575037657908457"
"1200,0.590787150587955"
"1440,0.557537097488665"
"1680,0.602318556825698"
"1920,0.567663713042121"
"2160,0.554222901208412"
"2400,0.566194017286715"
"2640,0.685260580681642"
"2880,0.617492732629106"
"3120,0.596029469118607"
"3360,0.612836575783163"
"3600,0.668469448279657"
"3840,0.451425656880337"
"4080,0.589675997183091"
"4320,0.624896787659637"
"4560,0.525381293179273"
"4800,0.446211782330484"
"5040,0.60027531443954"
