"240,0.0868153460016148"
"480,0.0327892516078353"
"720,0.0355549669703064"
"960,0.0376771968557437"
"1200,0.040984776141182"
"1440,0.0417722854312091"
"1680,0.0316204971426031"
"1920,0.0438850463323116"
"2160,0.0386301726739266"
"2400,0.0345550243076016"
"2640,0.0512216431950979"
"2880,0.0352869270052492"
"3120,0.0507842047251454"
"3360,0.0315953835870409"
"3600,0.0395995644591762"
"3840,0.0347511960520177"
"4080,0.0423810210569595"
"4320,0.0385162766187378"
"4560,0.046643301932283"
"4800,0.0419464836901289"
"5040,0.040165098347241"
