"240,0.311836835961212"
"480,0.300294521686498"
"720,0.286129294227733"
"960,0.331519956951451"
"1200,0.296646587198817"
"1440,0.31879407256545"
"1680,0.340458194252808"
"1920,0.291599123598269"
"2160,0.298391704131065"
"2400,0.291182859225794"
"2640,0.350969097776032"
"2880,0.287126944810647"
"3120,0.272358282816024"
"3360,0.291576949835313"
"3600,0.300741006381839"
"3840,0.304596225358265"
"4080,0.304003462163497"
"4320,0.309564514835357"
"4560,0.291753281878379"
"4800,0.241113849936153"
"5040,0.320543707558474"
