"240,0.149816531295867"
"480,0.160073785186819"
"720,0.145544235050622"
"960,0.152433689123952"
"1200,0.152947777158385"
"1440,0.155561108119573"
"1680,0.145760836692412"
"1920,0.131882411955067"
"2160,0.136241903746881"
"2400,0.314704113696595"
"2640,0.146577605660056"
"2880,0.118013405385584"
"3120,0.135946724010058"
"3360,0.114198334896466"
"3600,0.129823197482783"
"3840,0.122103462200528"
"4080,0.145702083008549"
"4320,0.126318867087352"
"4560,0.119700915122754"
"4800,0.139507549696774"
"5040,0.116159605758324"
