"240,0.944421981332276"
"480,1.05770585794665"
"720,0.874303735746848"
"960,1.50095058558422"
"1200,1.03078472842828"
"1440,0.871837055005687"
"1680,0.600507629069485"
"1920,1.99672089464253"
"2160,1.36772275525051"
"2400,0.770001008062297"
"2640,0.91632928785082"
"2880,0.778873982546868"
"3120,4.42275758837667"
"3360,0.496733479817088"
"3600,1.22690009722395"
"3840,2.80923953033776"
"4080,0.455797694143376"
"4320,0.650425006432488"
"4560,1.90911534026436"
"4800,1.95020472575641"
"5040,1.9897749978446"
