"240,0.229853663721169"
"480,0.296175885950879"
"720,0.32154735577074"
"960,0.224626051989223"
"1200,0.235428956710108"
"1440,0.301054097968387"
"1680,0.312590858164178"
"1920,0.346279878293278"
"2160,0.227202918855006"
"2400,0.221550320319686"
"2640,0.170960958232971"
"2880,0.195181893451671"
"3120,0.229119498570299"
"3360,0.295667014734336"
"3600,0.273896032121738"
"3840,0.244350356744885"
"4080,0.201156052656705"
"4320,0.279234127055336"
"4560,0.24402297897887"
"4800,0.280139975757042"
"5040,0.191912637780658"
