"240,0.227661383919045"
"480,0.204612124085024"
"720,0.212286438182881"
"960,0.210328360447056"
"1200,0.225043066703165"
"1440,0.211661124395713"
"1680,0.176002237016301"
"1920,0.169606153178853"
"2160,0.189126860336913"
"2400,0.184539299238775"
"2640,0.183690963011166"
"2880,0.191367719139493"
"3120,0.204888845435631"
"3360,0.180622659349811"
"3600,0.201413735774328"
"3840,0.168750150674496"
"4080,0.18516468989102"
"4320,0.188994012112324"
"4560,0.19572241234542"
"4800,0.185925237428372"
"5040,0.177892922775439"
