"240,0.0992649411491089"
"480,0.0972580699960254"
"720,0.0838331895971782"
"960,0.100507380506246"
"1200,0.112106536529802"
"1440,0.109703656857597"
"1680,0.0861426611530321"
"1920,0.0913206736096949"
"2160,0.102979408845585"
"2400,0.0980850257308089"
"2640,0.0973599271553935"
"2880,0.0988414895168141"
"3120,0.112537331735403"
"3360,0.0912224979640927"
"3600,0.0901967958939124"
"3840,0.122607043056436"
"4080,0.107434881365273"
"4320,0.0992888724673359"
"4560,0.099080049806183"
"4800,0.125524959104573"
"5040,0.0968040570512978"
