"240,0.046221187248352"
"480,0.0450029250458583"
"720,0.0439072288347202"
"960,0.0414821303231186"
"1200,0.0478065516095136"
"1440,0.0476679116694689"
"1680,0.0417340339643808"
"1920,0.0446330810975218"
"2160,0.0448477598926971"
"2400,0.0437712173328195"
"2640,0.0419367107177608"
"2880,0.0451449454620561"
"3120,0.0452658592261143"
"3360,0.0401747598563247"
"3600,0.043330875744795"
"3840,0.0483515302131589"
"4080,0.0473955258522578"
"4320,0.0461339827326465"
"4560,0.04424519891839"
"4800,0.0466009650791285"
"5040,0.0443339665246809"
