"240,0.00897598266601562"
"480,0.00697994232177734"
"720,0.00598502159118652"
"960,0.00595617294311523"
"1200,0.00698089599609375"
"1440,0.00994610786437988"
"1680,0.00595593452453613"
"1920,0.00595712661743164"
"2160,0.00893783569335938"
"2400,0.00595593452453613"
"2640,0.00598406791687012"
"2880,0.00598382949829102"
"3120,0.00697994232177734"
"3360,0.0059809684753418"
"3600,0.00900387763977051"
"3840,0.00897598266601562"
"4080,0.00598406791687012"
"4320,0.00695705413818359"
"4560,0.00598716735839844"
"4800,0.00595712661743164"
"5040,0.00698208808898926"
