"240,0.700411560117529"
"480,0.742763326191026"
"720,0.508576037539348"
"960,0.646305867109246"
"1200,0.584421097730189"
"1440,0.660757811563296"
"1680,0.787287464771345"
"1920,0.754210873605323"
"2160,0.753481769029992"
"2400,0.599417401478837"
"2640,0.534563522519223"
"2880,0.731470268217653"
"3120,0.803062852789248"
"3360,0.727747163293374"
"3600,0.644316466790075"
"3840,0.520792510793874"
"4080,0.679276866503233"
"4320,0.489029796815286"
"4560,0.741029224545297"
"4800,0.744351483986661"
"5040,0.610134774409124"
