"240,0.653181338487339"
"480,0.648242217769458"
"720,0.635298599155455"
"960,0.615835531461244"
"1200,0.657046099035239"
"1440,0.635329381525091"
"1680,0.690591982369295"
"1920,0.699665806437438"
"2160,0.651721036973789"
"2400,0.533909657163178"
"2640,0.573123008422518"
"2880,0.678275852454406"
"3120,0.717993588848559"
"3360,0.673188356416166"
"3600,0.654131290256692"
"3840,0.656388580788344"
"4080,0.627279418643306"
"4320,0.636568155871841"
"4560,0.649065934384592"
"4800,0.654466679128177"
"5040,0.628898223158847"
