;Benchmark2_10000;BarsGaussAN0_10000;KDD-Cup'99
2;0.643183125;0.772372488;0.186028537
3;0.529432036;2.020323716;0.900632978
4;1.399841093;2.044998337;0.978520017
5;1.662192834;2.038528087;0.930114417
6;1.604872114;1.988639245;1.08853143
7;1.930691634;1.765402755;1.149954031
8;3.643494511;2.018081456;1.556297883
9;2.950384963;1.793043985;1.986685319
10;1.826871057;1.782632615;2.122317652
