;Benchmark2_10000;BarsGaussAN0_10000;KDD-Cup'99
2;6.764295759;0.729765471;0.001171487
3;1.275950751;1.255627047;0.000623678
4;12.52490435;1.072043344;0.000914799
5;10.31569358;1.082758542;0.001782518
6;10.92375092;1.247226964;0.001574208
7;15.2272624;1.660374185;0.001972714
8;23.99284565;1.791434801;0.00214577
9;20.94120836;2.637728353;0.005209441
10;21.39336748;2.13112679;0.005129352
