"240,0.830264034446858"
"480,0.83505325487941"
"720,0.830655299712918"
"960,0.817584199890746"
"1200,0.804846229937511"
"1440,0.806266300345317"
"1680,0.844376513749656"
"1920,0.840246903013093"
"2160,0.846470876245058"
"2400,0.842293186638155"
"2640,0.84861612725289"
"2880,0.845730641907447"
"3120,0.798438591625905"
"3360,0.796039787103823"
"3600,0.846029764681605"
"3840,0.807451463549763"
"4080,0.799099886239657"
"4320,0.851872531882735"
"4560,0.832125473239275"
"4800,0.847243035509812"
"5040,0.841921606818053"
