"240,0.659472283691128"
"480,0.794302295893797"
"720,0.82345147011908"
"960,0.0817064550683291"
"1200,0.610380580533873"
"1440,0.658041763779279"
"1680,0.859887156091962"
"1920,0.620366256476056"
"2160,0.328561042349403"
"2400,0.627181101807422"
"2640,0.655980497622306"
"2880,0.442902554895131"
"3120,0.238511735778565"
"3360,0.902068121364556"
"3600,0.102317844448471"
"3840,0.645416235207294"
"4080,0.467633420674602"
"4320,0.447027139291665"
"4560,0.741232393557097"
"4800,0.627580037714991"
"5040,0.574348062084779"
