"240,0.273892143100667"
"480,0.236261483012285"
"720,0.164966807053241"
"960,0.306030703330495"
"1200,0.265869642863313"
"1440,0.359379992351421"
"1680,0.107232329419955"
"1920,0.25732414398883"
"2160,0.271765095290031"
"2400,0.227886398121603"
"2640,0.24482345320073"
"2880,0.284785058952413"
"3120,0.288473638598868"
"3360,0.101297697177488"
"3600,0.362247667542104"
"3840,0.297492888405727"
"4080,0.245407458099186"
"4320,0.212552355380139"
"4560,0.243731288349906"
"4800,0.199278199286316"
"5040,0.242186190077844"
