"240,0.143615961074829"
"480,0.204483032226562"
"720,0.224400043487549"
"960,0.407908916473389"
"1200,0.335074186325073"
"1440,0.166584968566895"
"1680,0.153616905212402"
"1920,0.182512044906616"
"2160,0.153590202331543"
"2400,0.362060070037842"
"2640,0.154585838317871"
"2880,0.29221510887146"
"3120,0.2104651927948"
"3360,0.223373889923096"
"3600,0.639291048049927"
"3840,0.223402976989746"
"4080,0.16458797454834"
"4320,0.153589963912964"
"4560,0.337100982666016"
"4800,0.18254017829895"
"5040,0.156553983688354"
