"240,0.8682060079243"
"480,0.772637057505841"
"720,0.732608650677032"
"960,0.577016419702142"
"1200,0.663868411264416"
"1440,0.695004624843098"
"1680,0.897567956552708"
"1920,0.718366327315674"
"2160,0.68215510437351"
"2400,0.718866425665972"
"2640,0.787253789381876"
"2880,0.824659438328868"
"3120,0.602103551176247"
"3360,0.874468967124557"
"3600,0.417027359428489"
"3840,0.679847702943386"
"4080,0.719038685806574"
"4320,0.871522644766118"
"4560,0.859696516721658"
"4800,0.843424337494593"
"5040,0.833788051925972"
