"240,0.077815055847168"
"480,0.0349371433258057"
"720,0.0339100360870361"
"960,0.0378780364990234"
"1200,0.0299201011657715"
"1440,0.0408890247344971"
"1680,0.0408899784088135"
"1920,0.0249330997467041"
"2160,0.0468988418579102"
"2400,0.0388960838317871"
"2640,0.0309169292449951"
"2880,0.0548548698425293"
"3120,0.0378990173339844"
"3360,0.122670888900757"
"3600,0.0289230346679688"
"3840,0.032905101776123"
"4080,0.0638298988342285"
"4320,0.0319139957427979"
"4560,0.0299201011657715"
"4800,0.0538558959960938"
"5040,0.057854175567627"
