"240,0.686983819480616"
"480,0.774360837114554"
"720,0.740925012040269"
"960,0.670521649453216"
"1200,0.777800928292202"
"1440,0.674926248732366"
"1680,0.916108299325974"
"1920,0.758506210265683"
"2160,0.827205537869658"
"2400,0.788478503095673"
"2640,0.819214000177726"
"2880,0.802459675101735"
"3120,0.710763568210429"
"3360,0.87662888693458"
"3600,0.505819539172907"
"3840,0.713580762553764"
"4080,0.718997484801386"
"4320,0.949874319277428"
"4560,0.913624995478592"
"4800,0.857752699413257"
"5040,0.882413366820019"
