"240,0.251538633575974"
"480,0.182062883717888"
"720,0.298422739772945"
"960,0.269022256797479"
"1200,0.186838936938963"
"1440,0.530854505865362"
"1680,0.425905491368269"
"1920,0.178840192939402"
"2160,0.992693175969223"
"2400,0.324051578388412"
"2640,0.363854738759042"
"2880,0.205695749685237"
"3120,0.415204000353927"
"3360,0.241795989173353"
"3600,0.3045872723551"
"3840,0.435029530191444"
"4080,0.254113030447926"
"4320,0.00956297568102578"
"4560,0.0102428554107755"
"4800,0.0100229188688065"
"5040,0.00861705366163251"
