"240,0.856893169843407"
"480,0.838007748800789"
"720,0.826116945217123"
"960,0.811531115455466"
"1200,0.828661427885484"
"1440,0.864887589576768"
"1680,0.876646714690624"
"1920,0.850034490700892"
"2160,0.874483366816361"
"2400,0.845519233625626"
"2640,0.812347384345258"
"2880,0.856595440011293"
"3120,0.872897775031143"
"3360,0.844666961691707"
"3600,0.810610022008969"
"3840,0.859006313163194"
"4080,0.834569989747117"
"4320,0.891032467277383"
"4560,0.787435978987798"
"4800,0.871691708954022"
"5040,0.830242858503174"
