"240,0.860698667660615"
"480,0.848171782082747"
"720,0.861851919727131"
"960,0.855802075871974"
"1200,0.86135046103649"
"1440,0.874799816376471"
"1680,0.877092356607546"
"1920,0.856299724850867"
"2160,0.870720868428757"
"2400,0.855528949772297"
"2640,0.86134689345232"
"2880,0.861685902645264"
"3120,0.874746408197505"
"3360,0.849957872628328"
"3600,0.858086887761644"
"3840,0.851626464069378"
"4080,0.84997496188515"
"4320,0.887880890473777"
"4560,0.844476634317361"
"4800,0.873025773338868"
"5040,0.859258775383518"
