"240,0.783090176076489"
"480,0.839756512656855"
"720,0.827063554671812"
"960,0.837822966357277"
"1200,0.798192943397338"
"1440,0.79379496692533"
"1680,0.85776050162259"
"1920,0.859999954879226"
"2160,0.821657061399999"
"2400,0.8318868645124"
"2640,0.781700978416455"
"2880,0.825331384709588"
"3120,0.831312244724793"
"3360,0.865589242611116"
"3600,0.818341959839097"
"3840,0.819161155598432"
"4080,0.789122787357231"
"4320,0.811077335219974"
"4560,0.78887983561734"
"4800,0.798775705089407"
"5040,0.799110764845177"
