"240,0.786285753107761"
"480,0.80778623033595"
"720,0.795608429575399"
"960,0.836428691386935"
"1200,0.812359287414186"
"1440,0.815682191134285"
"1680,0.781443934075148"
"1920,0.730547099260695"
"2160,0.796834183517226"
"2400,0.816750435560652"
"2640,0.843849979508435"
"2880,0.856823546377563"
"3120,0.565874550475182"
"3360,0.77320049958528"
"3600,0.847239656503847"
"3840,0.751870588502223"
"4080,0.802497827457346"
"4320,0.870421658533622"
"4560,0.797706240754834"
"4800,0.77875534582158"
"5040,0.808721408555229"
