"240,0.343628762685634"
"480,0.597971651514738"
"720,0.63367688870236"
"960,0.216912750038643"
"1200,0.521306067736256"
"1440,0.77048268241122"
"1680,0.73900441640046"
"1920,0.499512811438636"
"2160,0.708489564943682"
"2400,0.274922329211041"
"2640,0.740120847016595"
"2880,0.390143432837441"
"3120,0.0552241541647263"
"3360,0.797416605147253"
"3600,-0.198099966570828"
"3840,0.541405001918795"
"4080,0.579414966057988"
"4320,0.415216923818114"
"4560,0.834180057156461"
"4800,0.668504802454548"
"5040,0.519954220968833"
