"240,0.252347946166992"
"480,0.110703945159912"
"720,0.110702991485596"
"960,0.090756893157959"
"1200,0.0907580852508545"
"1440,0.0897319316864014"
"1680,0.0897550582885742"
"1920,0.0897591114044189"
"2160,0.0907320976257324"
"2400,0.0867359638214111"
"2640,0.0907559394836426"
"2880,0.0947699546813965"
"3120,0.090785026550293"
"3360,0.0887629985809326"
"3600,0.0897650718688965"
"3840,0.0917258262634277"
"4080,0.0897600650787354"
"4320,0.089730978012085"
"4560,0.0897319316864014"
"4800,0.0967409610748291"
"5040,0.0897290706634521"
