"240,0.750107001214652"
"480,0.815194558333512"
"720,0.818108667959227"
"960,0.798906592563859"
"1200,0.755145517568707"
"1440,0.791119554625582"
"1680,0.898769146554459"
"1920,0.770597806743032"
"2160,0.829495186817263"
"2400,0.780453544296191"
"2640,0.852773693107226"
"2880,0.801116948287638"
"3120,0.803551676693821"
"3360,0.804976363383753"
"3600,0.814203638705437"
"3840,0.818956089772526"
"4080,0.703448502792036"
"4320,0.788582616753674"
"4560,0.78985734637897"
"4800,0.811641674536631"
"5040,0.864551560697503"
