;Benchmark2_10000;BarsGaussAN0_10000;KDD-Cup'99
2;0.607425832;0.460249899;0.20016664
3;3.027655857;0.961364039;1.008422463
4;1.792328704;1.074403911;0.922884481
5;3.456031772;0.944251838;1.197554814
6;3.513022777;1.185963291;1.4345933
7;3.47019165;1.311792515;1.272816587
8;3.427747558;1.324151436;1.342312153
9;3.538114264;2.015886901;1.996710873
10;2.922200909;1.373709261;2.038579343
