;Benchmark2_10000;BarsGaussAN0_10000;KDD-Cup'99
2;6.792643432;0.961516511;0.00160667
3;5.072053904;0.763116327;0.000615213
4;2.134111026;1.454382499;0.000879503
5;12.48253784;1.250723775;0.000341228
6;17.03884172;2.536121401;0.001253441
7;20.04511943;1.809853778;0.001327008
8;21.5099096;2.083097295;0.006373771
9;17.44085722;6.934904585;0.002856464
10;22.17011006;2.146756022;0.00430802
