"240,0.196225199891328"
"480,0.224670632052954"
"720,0.260392017934344"
"960,0.249847596932435"
"1200,0.205986988759628"
"1440,0.243415033519932"
"1680,0.204524014340618"
"1920,0.264021922379395"
"2160,0.287378651968555"
"2400,0.279703992524256"
"2640,0.351338028382545"
"2880,0.17503740218651"
"3120,0.297857421491145"
"3360,0.182502629135748"
"3600,0.220067216533707"
"3840,0.24056253780445"
"4080,0.230258301038856"
"4320,0.280224451663711"
"4560,0.29803990844487"
"4800,0.270081131080317"
"5040,0.203965958703919"
