"240,0.0149600505828857"
"480,0.0339310169219971"
"720,0.0129649639129639"
"960,0.0309169292449951"
"1200,0.0129380226135254"
"1440,0.013962984085083"
"1680,0.0219409465789795"
"1920,0.0249340534210205"
"2160,0.0299179553985596"
"2400,0.0209221839904785"
"2640,0.019974946975708"
"2880,0.0149579048156738"
"3120,0.0219419002532959"
"3360,0.0149610042572021"
"3600,0.013962984085083"
"3840,0.00997400283813477"
"4080,0.0159568786621094"
"4320,0.0189487934112549"
"4560,0.0388967990875244"
"4800,0.0408899784088135"
"5040,0.013962984085083"
