;Benchmark2_10000;BarsGaussAN0_10000;KDD-Cup'99
2;0.988744653;0.490157175;0.373174711
3;0.483545253;1.504708381;0.862542118
4;1.066002089;1.697455072;0.947492221
5;2.482290147;2.337777939;1.06123164
6;1.287933519;1.759345594;1.153461034
7;1.328310238;2.005651289;1.02201864
8;1.548762516;2.203912695;2.244818748
9;2.801346381;2.048605131;1.949154225
10;2.679586878;2.027881495;2.270245691
