;Benchmark2_10000;BarsGaussAN0_10000;KDD-Cup'99
2;15.42356242;1.731555907;0.002926022
3;3.291742568;0.710651583;0.000742859
4;3.529528452;0.894171332;0.000595702
5;5.962672746;2.634490715;0.000443938
6;8.731724332;3.211479058;0.001889202
7;12.96774893;3.311785292;0.004199816
8;57.92495013;6.152611341;0.004030699
9;61.0202349;6.335224835;0.005676074
10;56.52426586;5.832326372;0.006255956
