;Benchmark2_10000;BarsGaussAN0_10000;KDD-Cup'99
2;2.122974358;0.73126305;1.020392435
3;1.333827925;2.127546768;0.97089276
4;3.279410275;1.769939664;0.968083703
5;3.469347134;2.183335562;1.029912399
6;3.497307421;2.046517259;1.04520339
7;3.39232739;2.049029144;1.124778162
8;3.453517062;1.827538344;1.13145073
9;3.446254992;1.810083132;1.2077842
10;3.395897501;1.934791835;2.087253488
