"240,0.00601005554199219"
"480,0.00598382949829102"
"720,0.00598406791687012"
"960,0.00598597526550293"
"1200,0.00598311424255371"
"1440,0.00598406791687012"
"1680,0.00598406791687012"
"1920,0.00598502159118652"
"2160,0.00997090339660645"
"2400,0.00598406791687012"
"2640,0.00698089599609375"
"2880,0.00598287582397461"
"3120,0.00598406791687012"
"3360,0.006011962890625"
"3600,0.00698208808898926"
"3840,0.00596117973327637"
"4080,0.00598406791687012"
"4320,0.00598406791687012"
"4560,0.00598406791687012"
"4800,0.00598287582397461"
"5040,0.00698089599609375"
