"240,0.572848530364106"
"480,0.564410849581386"
"720,0.517081329898203"
"960,0.518015035126945"
"1200,0.555473301622932"
"1440,0.570878750820657"
"1680,0.581610570442341"
"1920,0.558266017904058"
"2160,0.633216659422424"
"2400,0.545852612062486"
"2640,0.484328110787306"
"2880,0.598447481519362"
"3120,0.602887017754823"
"3360,0.542755704501657"
"3600,0.541745422484591"
"3840,0.548087809481895"
"4080,0.555641815805485"
"4320,0.536510424303654"
"4560,0.55717249516254"
"4800,0.599703875652334"
"5040,0.509300028884502"
