"240,0.464821761987873"
"480,0.537048844128164"
"720,2.36486485139362"
"960,0.441292313521511"
"1200,1.87295866202007"
"1440,0.938940804191479"
"1680,0.924859019485873"
"1920,7.01069223856805"
"2160,0.22048212807406"
"2400,3.47036661366873"
"2640,0.620002766200834"
"2880,0.332057167566658"
"3120,2.71848617482363"
"3360,0.92832351664191"
"3600,2.20356506652491"
"3840,2.1526338278335"
"4080,0.856496910081401"
"4320,0.807336793990642"
"4560,0.348101242585276"
"4800,0.638132014072961"
"5040,0.723799433385132"
