"240,0.994369029998779"
"480,0.276262044906616"
"720,1.08811593055725"
"960,0.971403121948242"
"1200,0.347072124481201"
"1440,0.701125144958496"
"1680,0.412897109985352"
"1920,0.330104112625122"
"2160,0.445808887481689"
"2400,1.10701084136963"
"2640,1.91687417030334"
"2880,1.68948197364807"
"3120,0.865715026855469"
"3360,0.596431970596313"
"3600,0.287260055541992"
"3840,0.389956951141357"
"4080,0.420882940292358"
"4320,0.348097801208496"
"4560,0.616374015808105"
"4800,0.595430850982666"
"5040,0.871670007705688"
