"240,38.5591030795788"
"480,10.0501986854722"
"720,1.24328140909045"
"960,1104.59080199717"
"1200,1.18451884529212"
"1440,6.51229900108698"
"1680,1.03729275889051"
"1920,13.0391173111942"
"2160,2.53535964367305"
"2400,17.0028421041005"
"2640,0.950874572072635"
"2880,72.7493327050059"
"3120,78.0674710408664"
"3360,0.910626463997211"
"3600,1302.61144529258"
"3840,4.51481827710987"
"4080,1.60874229571435"
"4320,0.182904722227685"
"4560,0.25351914476745"
"4800,15.8266181921857"
"5040,3.22376033128612"
